,Age,Country,Book_Count,Average_Rating,Above_Average
25203.0,56.0, USA,1,6.0,0
25216.0,33.0, USA,8,6.25,1
25221.0,34.0, USA,3,8.0,0
25224.0,62.0, USA,1,8.0,0
25225.0,55.0, USA,7,7.285714285714286,1
25227.0,21.0, USA,1,10.0,0
25241.0,31.0, USA,1,8.0,0
25245.0,25.0, Canada,1,7.0,0
25249.0,29.0, USA,1,7.0,0
25251.0,29.0, USA,1,10.0,0
25252.0,37.0, USA,1,8.0,0
25253.0,47.0, USA,14,8.571428571428571,1
25257.0,15.0, USA,1,7.0,0
25261.0,67.0, USA,8,8.125,1
25280.0,45.0,USA,2,9.0,0
25288.0,35.0, Canada,1,9.0,0
25319.0,39.0, Australia,1,9.0,0
25324.0,26.0, Austria,3,6.333333333333333,0
25327.0,41.0, Australia,1,6.0,0
25359.0,38.0, USA,13,7.538461538461538,1
25369.0,33.0, USA,2,10.0,0
25371.0,32.0, united kingdom,1,8.0,0
25377.0,50.0, Canada,1,8.0,0
25386.0,69.0, USA,1,7.0,0
25389.0,58.0, USA,6,7.666666666666667,0
25394.0,31.0, USA,1,9.0,0
25395.0,65.0, USA,19,7.368421052631579,1
25398.0,43.0, USA,1,7.0,0
25409.0,31.0, USA,229,8.187772925764191,1
25411.0,34.0, USA,1,7.0,0
25417.0,29.0, USA,1,8.0,0
25419.0,16.0, Australia,1,8.0,0
25436.0,30.0, France,35,8.257142857142858,1
25441.0,26.0, Mexico,1,10.0,0
25443.0,33.0, Italy,1,10.0,0
25447.0,39.0, Australia,1,8.0,0
25449.0,39.0, Australia,2,6.5,0
25452.0,44.0, USA,1,5.0,0
25453.0,33.0, USA,2,6.0,0
25456.0,46.0, USA,1,10.0,0
25459.0,46.0, USA,1,9.0,0
25466.0,33.0, France,11,7.2727272727272725,1
25469.0,32.0, Australia,1,7.0,0
25471.0,39.0, USA,3,7.666666666666667,0
25478.0,34.0, France,2,4.5,0
25489.0,48.0, new Zealand,2,8.0,0
25511.0,51.0, USA,1,9.0,0
25515.0,66.0, USA,1,8.0,0
25521.0,24.0, USA,3,7.0,0
25522.0,54.0, USA,1,9.0,0
25525.0,22.0, Germany,1,9.0,0
25533.0,38.0, united kingdom,18,8.11111111111111,1
25534.0,56.0, Germany,1,6.0,0
25542.0,63.0, Austria,3,9.0,0
25545.0,33.0, USA,11,5.636363636363637,1
25552.0,78.0, USA,1,5.0,0
25561.0,60.0, USA,6,5.666666666666667,0
25582.0,71.0, USA,2,9.0,0
25592.0,73.0, USA,1,8.0,0
25594.0,43.0, USA,1,10.0,0
25601.0,41.0, USA,119,8.815126050420169,1
25611.0,54.0, USA,4,7.75,0
25613.0,43.0, USA,1,8.0,0
25616.0,66.0, USA,1,8.0,0
25629.0,31.0, USA,1,8.0,0
25630.0,46.0, USA,6,7.833333333333333,0
25636.0,48.0, united kingdom,1,6.0,0
25645.0,45.0, USA,1,7.0,0
25656.0,51.0, USA,1,10.0,0
25672.0,14.0, Canada,1,8.0,0
25681.0,57.0, USA,1,10.0,0
25695.0,32.0, USA,5,8.4,0
25699.0,57.0, USA,1,9.0,0
25703.0,23.0, France,1,10.0,0
25706.0,56.0, USA,2,8.5,0
25732.0,64.0, USA,1,7.0,0
25740.0,51.0, USA,1,10.0,0
25743.0,77.0, united kingdom,1,5.0,0
25751.0,14.0, USA,1,5.0,0
25760.0,26.0, USA,2,8.0,0
25768.0,34.0, Australia,1,3.0,0
25778.0,31.0, Austria,1,7.0,0
25780.0,24.0, Germany,1,7.0,0
25792.0,29.0, Canada,9,5.666666666666667,1
25798.0,27.0, Australia,1,8.0,0
25802.0,61.0, USA,2,8.5,0
25806.0,17.0, USA,2,9.5,0
25811.0,70.0, USA,2,8.5,0
25822.0,30.0, USA,1,8.0,0
25827.0,33.0, USA,24,7.75,1
25839.0,20.0, Australia,1,6.0,0
25843.0,76.0, USA,3,7.666666666666667,0
25850.0,50.0, USA,33,8.696969696969697,1
25853.0,24.0, united kingdom,1,6.0,0
25867.0,28.0, Belgium,1,8.0,0
25872.0,25.0, USA,1,9.0,0
25893.0,23.0, Germany,5,8.6,0
25904.0,16.0, USA,1,9.0,0
25907.0,31.0, France,1,10.0,0
25909.0,23.0, USA,1,10.0,0
25916.0,24.0, USA,6,7.666666666666667,0
25924.0,30.0, united kingdom,1,7.0,0
25937.0,47.0, USA,2,8.0,0
25943.0,27.0, France,1,9.0,0
25948.0,21.0, USA,1,7.0,0
25955.0,28.0, Belgium,3,4.333333333333333,0
25957.0,41.0, Germany,5,7.0,0
25967.0,19.0, Canada,1,7.0,0
25969.0,48.0, USA,1,5.0,0
25980.0,45.0, USA,1,10.0,0
25996.0,36.0, USA,10,7.4,1
26006.0,12.0, new Zealand,1,6.0,0
26008.0,41.0, USA,1,10.0,0
26009.0,45.0, USA,1,10.0,0
26018.0,51.0, USA,1,8.0,0
26020.0,64.0, USA,1,9.0,0
26029.0,64.0, USA,1,7.0,0
26030.0,47.0, USA,8,8.25,1
26048.0,44.0, USA,1,8.0,0
26053.0,14.0, USA,2,6.5,0
26057.0,18.0, Canada,20,8.65,1
26058.0,30.0, united kingdom,1,6.0,0
26070.0,14.0, USA,6,5.333333333333333,0
26072.0,64.0, USA,1,10.0,0
26080.0,24.0, Germany,1,6.0,0
26084.0,21.0, USA,46,9.0,1
26094.0,22.0, Germany,2,6.5,0
26095.0,23.0, Germany,1,7.0,0
26114.0,50.0, Spain,2,6.5,0
26120.0,31.0, united kingdom,2,7.5,0
26121.0,27.0, Portugal,2,7.5,0
26122.0,24.0, Portugal,3,6.0,0
26124.0,32.0, Luxembourg,7,4.571428571428571,1
26125.0,18.0, USA,1,7.0,0
26129.0,37.0, USA,4,6.25,0
26133.0,38.0, USA,4,8.0,0
26134.0,39.0, USA,8,6.0,1
26140.0,24.0, Canada,1,6.0,0
26145.0,24.0, USA,18,9.333333333333334,1
26146.0,29.0, united kingdom,4,7.0,0
26153.0,42.0, USA,21,7.285714285714286,1
26154.0,22.0, USA,1,6.0,0
26157.0,60.0, USA,2,9.0,0
26161.0,48.0, USA,1,9.0,0
26182.0,30.0, USA,8,9.875,1
26190.0,37.0, USA,3,9.333333333333334,0
26192.0,18.0, Germany,1,10.0,0
26196.0,17.0, USA,13,7.0,1
26197.0,14.0, USA,1,8.0,0
26204.0,57.0, Canada,2,6.5,0
26206.0,35.0, USA,5,7.8,0
26218.0,30.0, USA,1,9.0,0
26221.0,31.0, united kingdom,2,8.5,0
26231.0,36.0, Canada,12,6.5,1
26251.0,27.0, Canada,2,6.0,0
26256.0,38.0, Germany,1,5.0,0
26263.0,25.0, Belgium,1,6.0,0
26264.0,27.0, Italy,1,10.0,0
26268.0,25.0, Spain,1,6.0,0
26295.0,27.0, Australia,1,5.0,0
26300.0,17.0, USA,1,9.0,0
26302.0,28.0, USA,1,7.0,0
26314.0,26.0, USA,3,7.333333333333333,0
26334.0,53.0, Canada,1,6.0,0
26335.0,19.0, USA,1,7.0,0
26339.0,35.0, USA,1,9.0,0
26346.0,60.0, USA,5,6.0,0
26360.0,49.0, Canada,1,7.0,0
26364.0,56.0, USA,1,7.0,0
26371.0,65.0, Canada,19,7.684210526315789,1
26374.0,40.0, USA,5,7.2,0
26385.0,30.0, Canada,2,7.0,0
26411.0,59.0, USA,1,7.0,0
26416.0,46.0, USA,3,6.333333333333333,0
26418.0,29.0, USA,1,6.0,0
26424.0,67.0, Australia,5,8.4,0
26434.0,29.0, USA,1,9.0,0
26435.0,67.0, USA,4,7.25,0
26443.0,27.0, France,16,8.4375,1
26453.0,42.0, Australia,1,7.0,0
26463.0,31.0, USA,1,9.0,0
26473.0,37.0, USA,3,6.0,0
26487.0,44.0, USA,35,8.542857142857143,1
26490.0,52.0, USA,3,8.333333333333334,0
26497.0,59.0, Canada,1,5.0,0
26501.0,28.0, USA,1,8.0,0
26514.0,48.0, USA,1,6.0,0
26516.0,67.0, USA,52,9.038461538461538,1
26523.0,33.0, USA,1,5.0,0
26525.0,56.0, USA,2,8.0,0
26534.0,35.0, Austria,1,9.0,0
26535.0,41.0, USA,182,5.417582417582418,1
26538.0,32.0, USA,10,7.3,1
26542.0,67.0, USA,1,8.0,0
26544.0,37.0, USA,100,8.46,1
26548.0,42.0, USA,5,7.8,0
26557.0,35.0, USA,1,10.0,0
26561.0,17.0, USA,7,8.142857142857142,1
26563.0,50.0, USA,1,6.0,0
26586.0,60.0, USA,4,7.75,0
26605.0,46.0, USA,2,6.0,0
26612.0,55.0, USA,7,8.571428571428571,1
26615.0,31.0, USA,8,5.75,1
26616.0,20.0, USA,8,6.25,1
26618.0,18.0, Canada,2,7.0,0
26619.0,43.0, USA,1,10.0,0
26627.0,32.0, USA,2,6.5,0
26628.0,35.0, USA,10,7.6,1
26643.0,37.0, France,2,5.0,0
26664.0,15.0, Australia,4,5.75,0
26673.0,42.0, USA,2,8.0,0
26680.0,27.0, Spain,1,8.0,0
26695.0,52.0, USA,1,7.0,0
26706.0,28.0, USA,3,5.666666666666667,0
26713.0,39.0, USA,18,7.888888888888889,1
26716.0,31.0, USA,1,10.0,0
26721.0,19.0, USA,1,10.0,0
26730.0,13.0, USA,1,7.0,0
26734.0,52.0, USA,1,8.0,0
26743.0,40.0, USA,1,3.0,0
26748.0,16.0, USA,2,6.0,0
26751.0,57.0, USA,6,9.0,0
26752.0,61.0, USA,1,6.0,0
26756.0,35.0, USA,21,8.761904761904763,1
26761.0,24.0, USA,5,7.6,0
26792.0,15.0, Portugal,1,7.0,0
26795.0,75.0, Canada,1,7.0,0
26801.0,51.0, USA,2,7.5,0
26806.0,15.0, Australia,1,9.0,0
26813.0,28.0, Italy,9,9.333333333333334,1
26823.0,32.0, USA,8,8.0,1
26834.0,17.0, united kingdom,2,8.0,0
26838.0,16.0, USA,1,5.0,0
26846.0,45.0, USA,1,10.0,0
26886.0,21.0, Germany,1,7.0,0
26891.0,57.0, USA,1,7.0,0
26892.0,62.0, USA,1,5.0,0
26898.0,40.0, Spain,1,10.0,0
26902.0,24.0, USA,2,6.0,0
26908.0,58.0, Egypt,1,5.0,0
26910.0,42.0, USA,4,10.0,0
26914.0,27.0, Spain,1,10.0,0
26916.0,38.0, USA,1,9.0,0
26922.0,24.0, Germany,1,9.0,0
26939.0,33.0, Canada,8,8.625,1
26957.0,32.0, united kingdom,1,8.0,0
26973.0,40.0, USA,3,8.0,0
26989.0,30.0, Australia,1,10.0,0
27000.0,54.0, USA,1,3.0,0
27061.0,25.0, Spain,3,7.0,0
27064.0,34.0, Germany,4,6.75,0
27072.0,41.0, USA,1,7.0,0
27091.0,21.0, USA,10,7.7,1
27102.0,36.0, Germany,1,6.0,0
27131.0,68.0, Canada,1,4.0,0
27140.0,49.0, USA,76,9.868421052631579,1
27141.0,36.0, USA,1,10.0,0
27147.0,21.0, USA,1,8.0,0
27148.0,22.0, Canada,1,7.0,0
27149.0,49.0, USA,4,8.25,0
27161.0,40.0, USA,1,9.0,0
27168.0,19.0, USA,2,8.0,0
27192.0,40.0, USA,3,6.0,0
27193.0,29.0, USA,9,6.555555555555555,1
27197.0,29.0, united kingdom,1,7.0,0
27204.0,18.0, USA,6,9.5,0
27210.0,33.0, USA,1,9.0,0
27212.0,37.0, USA,2,10.0,0
27214.0,30.0, USA,5,7.0,0
27216.0,56.0, united kingdom,1,10.0,0
27228.0,47.0, USA,6,5.333333333333333,0
27231.0,31.0, USA,1,5.0,0
27232.0,50.0, USA,2,9.0,0
27237.0,31.0, USA,2,8.0,0
27240.0,27.0, USA,2,7.0,0
27243.0,21.0, USA,3,8.333333333333334,0
27245.0,39.0, USA,1,5.0,0
27251.0,41.0, Canada,1,8.0,0
27265.0,32.0, Portugal,6,8.5,0
27272.0,36.0, USA,1,4.0,0
27277.0,25.0, united kingdom,1,10.0,0
27286.0,29.0, Germany,1,10.0,0
27288.0,35.0, Australia,1,6.0,0
27291.0,19.0, USA,1,9.0,0
27300.0,27.0, Germany,1,4.0,0
27313.0,14.0, USA,14,9.571428571428571,1
27317.0,25.0, USA,7,7.857142857142857,1
27323.0,62.0, Australia,1,8.0,0
27326.0,48.0, USA,1,7.0,0
27327.0,38.0, USA,1,7.0,0
27329.0,21.0, USA,5,8.6,0
27345.0,77.0, USA,1,8.0,0
27362.0,27.0, USA,4,7.0,0
27363.0,30.0, united kingdom,23,5.913043478260869,1
27365.0,21.0, Germany,1,7.0,0
27366.0,35.0, USA,1,10.0,0
27367.0,22.0, USA,1,9.0,0
27381.0,52.0, Canada,1,7.0,0
27383.0,59.0, USA,10,6.8,1
27395.0,48.0, USA,2,8.0,0
27399.0,66.0, USA,2,6.5,0
27401.0,27.0, USA,1,8.0,0
27418.0,65.0, USA,1,6.0,0
27438.0,13.0, USA,1,10.0,0
27442.0,48.0, united kingdom,1,10.0,0
27457.0,26.0, USA,1,8.0,0
27458.0,16.0, USA,1,6.0,0
27470.0,19.0, Canada,2,9.5,0
27472.0,41.0, USA,72,7.541666666666667,1
27473.0,66.0, USA,1,10.0,0
27477.0,13.0, USA,1,9.0,0
27478.0,18.0, USA,1,10.0,0
27479.0,47.0, USA,1,8.0,0
27499.0,32.0, USA,1,7.0,0
27514.0,43.0, USA,2,4.5,0
27517.0,15.0, USA,1,8.0,0
27518.0,35.0, USA,1,8.0,0
27531.0,16.0, USA,1,5.0,0
27538.0,24.0, Canada,6,7.833333333333333,0
27539.0,35.0, USA,4,4.0,0
27540.0,15.0, USA,4,6.75,0
27551.0,56.0, USA,6,10.0,0
27557.0,51.0, USA,3,7.0,0
27568.0,60.0, united kingdom,1,7.0,0
27573.0,44.0, united kingdom,6,7.833333333333333,0
27580.0,24.0, Germany,1,8.0,0
27586.0,15.0, USA,3,10.0,0
27588.0,24.0, France,1,9.0,0
27596.0,15.0, USA,4,10.0,0
27600.0,35.0, USA,1,8.0,0
27606.0,15.0, USA,6,8.666666666666666,0
27612.0,15.0, USA,5,4.6,0
27616.0,18.0, USA,9,7.777777777777778,1
27617.0,32.0, Canada,82,8.134146341463415,1
27624.0,54.0, united kingdom,1,8.0,0
27628.0,18.0, USA,1,10.0,0
27648.0,41.0, USA,3,8.666666666666666,0
27650.0,27.0, Australia,7,5.142857142857143,1
27664.0,25.0, USA,3,4.666666666666667,0
27672.0,37.0, united kingdom,1,8.0,0
27673.0,56.0, USA,5,6.8,0
27678.0,68.0, USA,2,10.0,0
27681.0,53.0, Canada,1,9.0,0
27706.0,18.0, Germany,1,4.0,0
27721.0,61.0, USA,1,8.0,0
27723.0,40.0, Italy,1,6.0,0
27728.0,34.0, USA,1,8.0,0
27733.0,40.0, USA,1,10.0,0
27735.0,53.0, USA,2,7.5,0
27740.0,57.0, USA,56,7.464285714285714,1
27741.0,29.0, Germany,4,7.25,0
27743.0,21.0, Australia,1,6.0,0
27744.0,24.0, Switzerland,4,6.5,0
27750.0,26.0, USA,1,6.0,0
27754.0,36.0, Canada,1,8.0,0
27762.0,27.0, France,2,8.0,0
27769.0,13.0, Canada,1,8.0,0
27776.0,38.0, Germany,1,2.0,0
27780.0,43.0, Canada,1,9.0,0
27782.0,53.0, Australia,1,6.0,0
27799.0,55.0, USA,1,7.0,0
27801.0,40.0, USA,2,8.5,0
27803.0,53.0, Canada,1,5.0,0
27812.0,33.0, USA,35,8.228571428571428,1
27813.0,34.0, USA,35,7.857142857142857,1
27815.0,25.0, Netherlands,1,7.0,0
27821.0,25.0, USA,6,5.666666666666667,0
27826.0,50.0, USA,1,8.0,0
27827.0,22.0, USA,1,10.0,0
27861.0,21.0, Canada,1,6.0,0
27869.0,41.0, Canada,1,7.0,0
27870.0,45.0, USA,3,8.666666666666666,0
27872.0,32.0, united kingdom,1,7.0,0
27873.0,32.0, USA,1,10.0,0
27874.0,62.0, united kingdom,1,7.0,0
27877.0,46.0, Germany,2,9.0,0
27887.0,33.0, united kingdom,1,7.0,0
27890.0,49.0, USA,5,4.8,0
27891.0,27.0, USA,7,7.285714285714286,1
27894.0,30.0, united kingdom,1,6.0,0
27900.0,58.0, USA,1,10.0,0
27909.0,23.0, Netherlands,1,10.0,0
27917.0,21.0, USA,1,8.0,0
27921.0,47.0, USA,1,7.0,0
27922.0,27.0, Germany,1,6.0,0
27929.0,42.0, Switzerland,4,8.5,0
27947.0,28.0, USA,17,6.764705882352941,1
27949.0,25.0, Canada,3,8.333333333333334,0
27953.0,40.0, USA,1,7.0,0
27955.0,16.0, USA,2,8.0,0
27956.0,36.0, USA,5,6.6,0
27964.0,30.0, Canada,3,8.0,0
27982.0,53.0, USA,1,8.0,0
27996.0,24.0, USA,1,7.0,0
28006.0,18.0, USA,2,8.5,0
28015.0,37.0, Germany,1,8.0,0
28016.0,31.0, USA,25,8.52,1
28017.0,23.0, united kingdom,1,7.0,0
28020.0,42.0, united kingdom,2,7.0,0
28023.0,19.0, USA,1,9.0,0
28025.0,33.0, USA,1,10.0,0
28039.0,34.0, USA,1,8.0,0
28045.0,43.0, Australia,1,6.0,0
28046.0,20.0, USA,1,5.0,0
28056.0,36.0, USA,9,6.888888888888889,1
28062.0,22.0, south Africa,1,10.0,0
28069.0,21.0, USA,1,8.0,0
28076.0,25.0, USA,18,5.833333333333333,1
28078.0,39.0, united kingdom,1,6.0,0
28082.0,74.0, USA,3,7.666666666666667,0
28089.0,22.0, USA,4,8.25,0
28096.0,44.0, USA,10,6.7,1
28105.0,39.0, USA,1,8.0,0
28114.0,21.0, Spain,1,8.0,0
28133.0,73.0, USA,1,8.0,0
28146.0,30.0,united kingdom,2,4.5,0
28150.0,25.0, USA,11,8.636363636363637,1
28151.0,34.0, USA,1,4.0,0
28156.0,14.0, Portugal,7,6.857142857142857,1
28166.0,22.0, Canada,1,9.0,0
28168.0,31.0, Italy,2,7.5,0
28177.0,26.0, USA,62,7.758064516129032,1
28183.0,35.0, Germany,1,8.0,0
28186.0,44.0, united kingdom,2,7.0,0
28191.0,27.0, Australia,1,7.0,0
28204.0,61.0, Canada,59,7.728813559322034,1
28205.0,43.0, Canada,3,5.666666666666667,0
28208.0,41.0, Spain,1,7.0,0
28216.0,53.0, USA,2,8.0,0
28219.0,42.0, south Africa,5,7.8,0
28222.0,23.0, USA,14,7.428571428571429,1
28239.0,47.0, USA,2,7.5,0
28257.0,71.0, USA,9,7.222222222222222,1
28262.0,39.0, USA,1,8.0,0
28278.0,54.0, united kingdom,1,8.0,0
28280.0,35.0, Germany,2,8.5,0
28284.0,47.0, new Zealand,1,7.0,0
28297.0,67.0, USA,1,8.0,0
28299.0,36.0, USA,4,7.25,0
28310.0,18.0, USA,1,9.0,0
28313.0,41.0, Germany,1,8.0,0
28319.0,23.0, USA,1,8.0,0
28360.0,15.0, USA,29,7.172413793103448,1
28366.0,47.0, USA,2,9.0,0
28374.0,31.0, USA,4,8.5,0
28390.0,24.0, Germany,1,9.0,0
28395.0,32.0, USA,2,9.0,0
28398.0,43.0, Canada,1,6.0,0
28430.0,44.0, USA,7,8.428571428571429,1
28436.0,25.0, USA,1,7.0,0
28438.0,22.0, USA,1,8.0,0
28451.0,31.0, USA,26,6.961538461538462,1
28454.0,50.0, USA,20,7.15,1
28456.0,14.0, Canada,1,8.0,0
28467.0,37.0, USA,1,10.0,0
28477.0,22.0, Singapore,9,7.666666666666667,1
28486.0,34.0, USA,1,9.0,0
28488.0,41.0, Spain,2,6.5,0
28492.0,31.0, united kingdom,19,6.578947368421052,1
28494.0,55.0, Australia,2,7.0,0
28518.0,42.0, USA,1,7.0,0
28519.0,23.0, USA,5,6.6,0
28523.0,24.0, USA,57,8.175438596491228,1
28525.0,31.0, Belgium,5,9.0,0
28528.0,58.0, new Zealand,1,8.0,0
28529.0,28.0, Canada,1,7.0,0
28534.0,34.0, Germany,2,2.0,0
28537.0,29.0, Germany,30,7.4,1
28539.0,51.0, USA,4,6.5,0
28548.0,40.0, USA,4,7.75,0
28552.0,18.0, USA,2,7.0,0
28572.0,26.0, Germany,1,7.0,0
28573.0,33.0, Germany,1,3.0,0
28587.0,45.0, USA,1,10.0,0
28591.0,33.0, USA,180,7.616666666666666,1
28592.0,66.0, USA,8,8.5,1
28594.0,18.0, Canada,55,7.036363636363636,1
28603.0,56.0, USA,2,8.5,0
28608.0,60.0, Germany,2,6.5,0
28611.0,33.0, USA,1,9.0,0
28628.0,47.0, USA,1,8.0,0
28630.0,18.0, USA,1,8.0,0
28632.0,37.0, USA,3,5.0,0
28634.0,28.0, USA,152,8.078947368421053,1
28636.0,30.0, Spain,1,8.0,0
28648.0,17.0, USA,1,9.0,0
28658.0,41.0, Germany,1,10.0,0
28666.0,31.0, USA,26,7.923076923076923,1
28667.0,26.0, USA,24,5.208333333333333,1
28680.0,39.0, USA,1,8.0,0
28682.0,47.0, USA,2,9.0,0
28687.0,27.0, USA,2,8.0,0
28688.0,35.0, USA,1,9.0,0
28693.0,24.0, USA,2,9.0,0
28694.0,36.0, USA,3,8.333333333333334,0
28705.0,51.0, USA,2,9.5,0
28718.0,29.0, Canada,1,8.0,0
28729.0,24.0, united kingdom,1,8.0,0
28731.0,29.0, USA,6,7.0,0
28735.0,58.0, Germany,26,7.230769230769231,1
28763.0,29.0, USA,3,8.0,0
28764.0,22.0, new Zealand,1,4.0,0
28779.0,26.0, Australia,1,7.0,0
28782.0,34.0, USA,4,6.5,0
28787.0,31.0, USA,1,8.0,0
28788.0,53.0, Canada,1,5.0,0
28790.0,28.0, USA,9,6.333333333333333,1
28791.0,50.0, USA,1,3.0,0
28800.0,69.0, Spain,1,7.0,0
28801.0,51.0, USA,1,9.0,0
28804.0,50.0, Canada,3,7.0,0
28809.0,38.0, united kingdom,1,7.0,0
28810.0,50.0, USA,2,6.0,0
28814.0,13.0, Australia,1,8.0,0
28816.0,48.0, united kingdom,1,5.0,0
28824.0,28.0, Australia,1,7.0,0
28835.0,46.0, USA,1,10.0,0
28865.0,39.0, USA,17,9.235294117647058,1
28866.0,54.0, USA,1,7.0,0
28875.0,26.0, USA,1,7.0,0
28877.0,68.0, USA,1,8.0,0
28884.0,38.0, Canada,4,5.75,0
28888.0,17.0, USA,2,9.0,0
28891.0,54.0, USA,1,7.0,0
28899.0,69.0, USA,8,9.125,1
28910.0,74.0, USA,1,7.0,0
28922.0,45.0, USA,2,6.5,0
28938.0,38.0, USA,63,8.65079365079365,1
28945.0,62.0, USA,11,6.818181818181818,1
28959.0,10.0, USA,1,10.0,0
28965.0,45.0, USA,2,5.5,0
28968.0,60.0, USA,1,7.0,0
28971.0,39.0, Australia,1,8.0,0
28973.0,19.0, USA,1,8.0,0
28977.0,56.0, USA,2,6.5,0
28979.0,32.0, USA,1,5.0,0
28980.0,11.0, USA,3,7.666666666666667,0
28992.0,54.0, USA,1,10.0,0
28993.0,48.0, united kingdom,2,7.5,0
29000.0,44.0, USA,8,8.125,1
29008.0,50.0, USA,1,9.0,0
29012.0,22.0, USA,1,8.0,0
29015.0,20.0, Canada,7,8.571428571428571,1
29016.0,35.0, USA,1,8.0,0
29021.0,55.0, USA,1,8.0,0
29025.0,52.0, USA,1,6.0,0
29028.0,28.0, USA,11,5.454545454545454,1
29030.0,14.0, USA,1,10.0,0
29040.0,33.0, USA,6,5.333333333333333,0
29059.0,25.0, Germany,2,9.0,0
29070.0,37.0, new Zealand,25,7.4,1
29101.0,38.0, USA,20,7.65,1
29111.0,29.0, USA,1,8.0,0
29123.0,39.0, USA,3,6.0,0
29125.0,22.0, Italy,1,9.0,0
29131.0,72.0, USA,3,10.0,0
29133.0,52.0, USA,8,7.75,1
29134.0,23.0, USA,1,9.0,0
29139.0,24.0, Philippines,6,8.833333333333334,0
29141.0,35.0, USA,1,8.0,0
29149.0,61.0, USA,4,9.0,0
29166.0,40.0, USA,1,5.0,0
29170.0,52.0, USA,1,8.0,0
29173.0,14.0, USA,1,8.0,0
29178.0,17.0, USA,1,3.0,0
29185.0,30.0, united kingdom,1,4.0,0
29189.0,56.0, Canada,1,9.0,0
29194.0,25.0, USA,1,9.0,0
29206.0,47.0, USA,1,8.0,0
29224.0,45.0, USA,2,7.5,0
29228.0,19.0, USA,1,8.0,0
29234.0,27.0, united kingdom,1,8.0,0
29246.0,36.0, USA,3,6.0,0
29259.0,39.0, USA,115,8.347826086956522,1
29262.0,24.0, Philippines,1,10.0,0
29270.0,19.0, USA,1,6.0,0
29272.0,56.0, USA,1,10.0,0
29277.0,18.0, Australia,1,6.0,0
29279.0,43.0, USA,3,5.333333333333333,0
29306.0,48.0, USA,15,7.733333333333333,1
29313.0,39.0, Germany,1,6.0,0
29342.0,35.0, Netherlands,1,7.0,0
29344.0,22.0, Netherlands,1,8.0,0
29351.0,50.0, Germany,1,5.0,0
29368.0,36.0, united kingdom,1,5.0,0
29370.0,19.0, USA,1,8.0,0
29372.0,39.0, France,5,8.0,0
29381.0,34.0, USA,1,9.0,0
29396.0,15.0, USA,1,6.0,0
29408.0,56.0, USA,8,6.375,1
29413.0,65.0, USA,4,7.5,0
29452.0,17.0, USA,1,4.0,0
29467.0,32.0, USA,1,7.0,0
29471.0,34.0, USA,3,8.0,0
29480.0,25.0, Germany,1,8.0,0
29482.0,29.0, USA,1,7.0,0
29483.0,58.0, USA,2,5.0,0
29485.0,33.0, USA,2,7.0,0
29498.0,35.0, USA,2,8.5,0
29512.0,25.0, USA,1,9.0,0
29518.0,24.0, Canada,1,7.0,0
29520.0,24.0, Canada,1,8.0,0
29526.0,26.0, USA,94,9.202127659574469,1
29528.0,22.0, Italy,1,5.0,0
29539.0,39.0, Brazil,13,7.384615384615385,1
29541.0,32.0, united kingdom,1,10.0,0
29550.0,44.0, USA,1,10.0,0
29569.0,52.0,USA,1,10.0,0
29570.0,24.0, Slovenia,13,7.6923076923076925,1
29594.0,21.0, USA,1,8.0,0
29605.0,46.0, Germany,4,5.0,0
29639.0,29.0, USA,1,9.0,0
29648.0,20.0, USA,5,8.0,0
29654.0,42.0, Germany,4,7.25,0
29656.0,16.0, USA,1,9.0,0
29661.0,26.0, USA,1,5.0,0
29677.0,16.0, USA,1,10.0,0
29685.0,47.0, Netherlands,1,6.0,0
29692.0,45.0, Iran,1,5.0,0
29694.0,40.0, Australia,2,3.5,0
29695.0,68.0, USA,1,9.0,0
29721.0,14.0, USA,1,6.0,0
29727.0,42.0, USA,2,8.5,0
29738.0,42.0, USA,1,9.0,0
29743.0,22.0, USA,9,7.666666666666667,1
29748.0,33.0, Canada,3,6.0,0
29763.0,56.0, USA,3,7.0,0
29768.0,20.0, Australia,1,5.0,0
29775.0,53.0, USA,1,9.0,0
29779.0,21.0, USA,1,7.0,0
29782.0,32.0, USA,1,5.0,0
29802.0,20.0, USA,1,8.0,0
29805.0,65.0, USA,1,8.0,0
29817.0,39.0, USA,1,9.0,0
29822.0,56.0, USA,1,7.0,0
29834.0,21.0, Australia,1,4.0,0
29839.0,42.0, USA,1,3.0,0
29846.0,49.0, USA,2,8.5,0
29848.0,37.0, Canada,3,8.0,0
29854.0,42.0, USA,1,6.0,0
29855.0,53.0, USA,40,7.275,1
29856.0,53.0, USA,1,10.0,0
29867.0,62.0, USA,8,8.625,1
29869.0,37.0, Spain,3,9.0,0
29870.0,41.0, USA,2,8.0,0
29881.0,44.0, Canada,2,5.5,0
29885.0,52.0, USA,6,7.833333333333333,0
29888.0,65.0, USA,3,7.666666666666667,0
29891.0,13.0, Canada,1,10.0,0
29897.0,39.0, USA,2,10.0,0
29898.0,54.0, USA,1,8.0,0
29905.0,33.0, USA,18,6.833333333333333,1
29915.0,38.0, USA,19,7.0,1
29918.0,36.0, USA,1,5.0,0
29944.0,54.0, USA,4,7.0,0
29975.0,20.0, USA,1,8.0,0
29980.0,22.0, USA,1,10.0,0
29981.0,27.0, Canada,1,7.0,0
29989.0,40.0, USA,3,5.0,0
30003.0,47.0, Canada,2,7.0,0
