,Age,Country,Book_Count,Average_Rating,Above_Average
62525,31,119,4,10.0,0
62527,40,119,2,8.5,0
62532,30,119,2,7.0,0
62542,40,119,24,8.17,1
62544,32,119,1,8.0,0
62546,30,119,12,5.0,1
62568,15,119,1,10.0,0
62572,33,119,2,9.5,0
62573,52,119,3,8.67,0
62574,49,119,1,6.0,0
62575,55,119,5,5.2,0
62577,50,119,1,10.0,0
62582,37,119,13,8.54,1
62586,46,119,6,5.17,0
62612,45,119,1,7.0,0
62621,59,119,3,6.33,0
62625,23,98,3,8.67,0
62637,35,119,1,9.0,0
62641,84,20,1,10.0,0
62650,71,119,1,7.0,0
62654,35,119,1,5.0,0
62655,36,61,3,6.33,0
62659,58,119,2,10.0,0
62662,39,119,10,6.6,1
62667,53,119,5,7.4,0
62670,26,98,2,7.0,0
62675,34,96,1,5.0,0
62680,27,119,10,6.7,1
62688,31,119,30,7.13,1
62689,37,119,2,7.0,0
62701,38,119,1,8.0,0
62703,48,17,1,10.0,0
62706,28,119,3,5.67,0
62707,16,44,1,10.0,0
62710,22,119,1,7.0,0
62716,53,119,8,9.62,1
62728,16,7,1,8.0,0
62735,34,119,2,6.5,0
62740,63,119,2,8.5,0
62752,39,144,2,5.0,0
62755,50,119,9,6.22,1
62761,17,119,2,7.5,0
62763,37,119,1,10.0,0
62776,47,119,1,10.0,0
62778,22,63,2,10.0,0
62779,49,137,1,7.0,0
62785,34,119,1,6.0,0
62796,50,63,1,8.0,0
62808,62,131,1,8.0,0
62809,26,119,10,8.7,1
62814,60,119,3,10.0,0
62815,54,107,1,10.0,0
62860,36,119,1,10.0,0
62862,47,119,55,7.42,1
62868,59,119,3,9.0,0
62881,39,119,14,6.93,1
62887,46,119,4,7.0,0
62891,27,119,76,8.08,1
62895,39,144,51,6.69,1
62909,60,119,1,6.0,0
62919,39,119,4,6.5,0
62926,66,119,3,6.67,0
62929,32,119,11,9.27,1
62932,45,119,4,6.75,0
62935,40,119,1,5.0,0
62951,35,107,1,8.0,0
62958,23,119,19,8.84,1
62966,23,119,45,7.91,1
62968,23,119,11,6.82,1
62979,33,47,2,3.0,0
62997,66,119,4,6.0,0
63004,44,119,16,7.69,1
63024,52,119,4,8.25,0
63029,78,119,1,9.0,0
63034,52,119,2,6.5,0
63065,48,58,1,10.0,0
63074,44,142,2,4.5,0
63079,25,107,1,8.0,0
63083,21,44,1,9.0,0
63096,40,7,1,8.0,0
63101,40,119,1,3.0,0
63103,28,107,3,7.67,0
63105,44,119,2,8.0,0
63114,38,119,2,8.0,0
63117,44,119,1,10.0,0
63131,34,119,1,6.0,0
63133,55,119,1,10.0,0
63134,48,119,1,6.0,0
63139,23,119,1,5.0,0
63148,19,107,1,9.0,0
63152,46,44,1,7.0,0
63153,37,44,1,5.0,0
63166,34,107,5,4.6,0
63170,33,47,3,7.0,0
63174,26,47,1,7.0,0
63182,57,47,5,5.4,0
63184,22,7,1,7.0,0
63185,29,47,2,5.0,0
63190,29,5,1,8.0,0
63210,21,107,1,7.0,0
63238,56,119,2,6.5,0
63243,33,20,7,7.29,1
63246,39,110,8,8.0,1
63250,24,47,1,5.0,0
63252,54,119,5,5.2,0
63261,37,119,1,7.0,0
63272,31,9,1,7.0,0
63280,55,119,1,5.0,0
63286,17,119,1,9.0,0
63293,37,119,3,6.67,0
63294,26,119,3,6.0,0
63319,55,119,1,10.0,0
63321,26,119,3,7.33,0
63329,32,119,2,8.0,0
63335,28,119,1,9.0,0
63357,27,84,1,8.0,0
63358,54,119,9,7.33,1
63360,29,119,16,7.44,1
63367,32,119,2,9.5,0
63369,48,119,1,9.0,0
63370,25,7,2,9.0,0
63389,25,119,11,6.73,1
63391,50,119,2,6.0,0
63394,22,119,61,7.95,1
63401,38,119,2,9.0,0
63404,51,119,5,6.2,0
63405,21,119,5,9.4,0
63410,31,119,1,5.0,0
63423,41,107,1,10.0,0
63443,53,119,1,8.0,0
63451,27,47,1,8.0,0
63452,20,119,9,8.56,1
63460,24,107,2,8.0,0
63470,56,119,1,8.0,0
63476,53,20,1,7.0,0
63483,34,119,1,7.0,0
63489,43,20,3,9.0,0
63490,49,119,1,9.0,0
63494,23,119,10,7.0,1
63503,34,47,1,6.0,0
63510,32,119,1,9.0,0
63515,17,119,1,4.0,0
63522,24,63,1,10.0,0
63542,34,49,1,8.0,0
63545,28,95,5,7.4,0
63550,40,144,1,10.0,0
63552,31,119,1,5.0,0
63559,52,119,1,6.0,0
63571,34,119,1,9.0,0
63574,41,144,2,8.5,0
63581,49,119,1,7.0,0
63598,24,119,1,7.0,0
63604,35,119,3,9.0,0
63620,70,165,1,7.0,0
63625,15,119,25,9.44,1
63629,49,84,2,6.5,0
63637,26,119,1,9.0,0
63643,24,119,6,6.83,0
63650,42,47,7,6.43,1
63652,49,119,1,7.0,0
63658,33,119,4,7.5,0
63661,63,20,1,8.0,0
63663,20,119,2,8.0,0
63665,24,110,11,8.45,1
63678,29,107,1,7.0,0
63683,57,119,1,8.0,0
63693,35,119,1,10.0,0
63697,63,119,1,9.0,0
63703,35,47,3,7.33,0
63709,41,119,1,8.0,0
63714,29,144,427,9.47,1
63720,39,47,2,6.0,0
63765,46,144,7,7.14,1
63775,35,144,1,9.0,0
63782,23,119,1,7.0,0
63792,30,47,2,9.0,0
63808,68,119,1,10.0,0
63809,65,119,1,9.0,0
63812,23,107,5,8.0,0
63820,61,119,1,3.0,0
63829,20,119,2,6.0,0
63833,36,119,1,7.0,0
63834,26,119,3,6.33,0
63849,48,144,9,7.89,1
63852,35,47,1,9.0,0
63854,45,20,44,7.39,1
63855,18,71,2,6.5,0
63865,39,119,9,8.33,1
63866,30,20,1,9.0,0
63870,38,119,4,8.25,0
63871,44,119,1,7.0,0
63878,25,7,1,9.0,0
63891,25,119,2,8.5,0
63901,27,119,4,7.0,0
63910,32,20,2,7.5,0
63911,57,119,3,8.67,0
63917,30,20,1,7.0,0
63918,57,148,7,5.86,1
63923,21,60,14,8.29,1
63924,35,119,5,7.2,0
63931,23,119,1,5.0,0
63936,27,119,1,5.0,0
63937,14,119,2,6.5,0
63948,30,47,4,5.75,0
63949,19,119,1,7.0,0
63953,26,7,3,7.67,0
63956,28,119,107,8.48,1
63965,24,119,1,8.0,0
63976,38,119,3,7.33,0
63993,43,119,7,10.0,1
63998,28,119,5,8.0,0
64015,28,20,16,7.12,1
64027,28,119,2,8.0,0
64034,38,20,1,8.0,0
64039,34,47,1,1.0,0
64047,18,119,1,7.0,0
64052,57,7,1,8.0,0
64053,36,7,1,7.0,0
64058,29,107,1,5.0,0
64059,23,119,1,10.0,0
64063,34,119,6,6.33,0
64064,17,27,1,6.0,0
64068,25,119,1,8.0,0
64075,46,119,8,6.0,1
64079,63,20,1,10.0,0
64109,35,47,3,7.0,0
64110,48,20,1,7.0,0
64111,23,119,5,7.6,0
64112,35,119,1,8.0,0
64126,31,119,5,8.2,0
64136,48,119,1,10.0,0
64137,41,119,7,8.29,1
64147,52,119,1,9.0,0
64151,23,7,1,7.0,0
64155,43,20,3,8.33,0
64157,40,119,1,7.0,0
64165,35,47,1,7.0,0
64173,16,7,1,5.0,0
64175,37,7,3,7.0,0
64178,57,119,1,9.0,0
64180,29,119,1,8.0,0
64183,19,119,5,7.2,0
64185,20,119,8,8.5,1
64186,19,119,6,8.0,0
64210,26,119,2,5.5,0
64218,37,47,1,6.0,0
64231,56,119,1,8.0,0
64241,43,119,55,8.76,1
64243,60,119,1,5.0,0
64247,27,119,5,8.0,0
64249,40,119,8,6.5,1
64260,55,119,1,8.0,0
64264,49,119,1,8.0,0
64271,34,119,7,7.43,1
64278,31,119,1,4.0,0
64289,20,119,1,9.0,0
64297,21,119,1,8.0,0
64299,21,119,1,5.0,0
64307,41,144,1,7.0,0
64310,46,119,29,9.41,1
64312,40,65,1,6.0,0
64316,21,40,6,9.67,0
64323,59,7,1,8.0,0
64333,27,44,19,8.74,1
64335,30,144,1,9.0,0
64343,19,110,1,7.0,0
64356,30,119,1,10.0,0
64357,13,119,1,7.0,0
64367,19,47,2,4.5,0
64373,21,44,6,7.67,0
64391,25,119,1,9.0,0
64409,40,119,1,7.0,0
64419,24,20,1,9.0,0
64422,24,20,3,7.33,0
64429,29,119,9,7.0,1
64432,34,119,3,7.33,0
64435,51,119,18,7.33,1
64436,36,119,42,7.48,1
64440,34,119,19,5.79,1
64445,62,119,1,9.0,0
64448,23,84,3,5.33,0
64449,29,20,9,8.44,1
64467,37,119,1,9.0,0
64475,19,119,1,8.0,0
64478,68,119,1,7.0,0
64489,27,144,2,8.0,0
64492,34,119,1,7.0,0
64498,46,119,2,7.5,0
64521,52,119,3,8.33,0
64524,34,119,1,10.0,0
64528,27,44,1,8.0,0
64530,26,119,3,9.0,0
64531,30,119,3,6.0,0
64535,43,119,13,6.54,1
64544,44,119,1,8.0,0
64555,45,119,1,4.0,0
64585,44,47,1,6.0,0
64587,33,119,1,7.0,0
64589,36,119,11,6.55,1
64591,50,119,1,9.0,0
64595,31,119,1,7.0,0
64600,60,119,1,7.0,0
64607,40,119,1,8.0,0
64611,45,119,1,9.0,0
64616,28,44,1,5.0,0
64622,26,107,1,8.0,0
64625,43,119,12,6.58,1
64629,57,119,10,7.2,1
64634,51,119,2,4.5,0
64641,45,119,2,8.0,0
64655,46,119,1,9.0,0
64665,44,119,1,10.0,0
64670,45,119,1,2.0,0
64680,30,119,1,8.0,0
64683,54,119,2,8.5,0
64687,42,20,1,8.0,0
64702,31,144,1,9.0,0
64706,45,119,1,6.0,0
64708,70,119,2,4.5,0
64713,62,119,1,9.0,0
64714,57,107,1,8.0,0
64726,27,44,9,6.22,1
64743,65,119,7,7.29,1
64746,19,119,1,5.0,0
64761,29,119,1,8.0,0
64762,41,7,1,7.0,0
64763,43,119,15,6.53,1
64766,42,119,2,7.0,0
64769,36,119,9,7.89,1
64774,48,20,1,8.0,0
64775,45,119,3,6.33,0
64785,36,119,1,9.0,0
64790,38,119,1,9.0,0
64791,28,119,1,10.0,0
64794,43,119,1,4.0,0
64800,33,119,3,7.0,0
64803,67,119,9,7.22,1
64806,26,119,10,5.9,1
64819,49,119,1,4.0,0
64829,65,137,1,2.0,0
64830,51,119,1,8.0,0
64847,21,144,2,7.0,0
64848,39,119,1,10.0,0
64849,36,119,1,7.0,0
64864,34,119,1,8.0,0
64872,40,119,1,8.0,0
64875,37,119,1,10.0,0
64881,37,107,1,9.0,0
64885,35,119,2,6.5,0
64893,21,144,2,4.5,0
64899,61,119,3,8.0,0
64922,40,119,1,8.0,0
64924,46,20,1,9.0,0
64946,34,119,35,8.03,1
64990,34,119,1,7.0,0
64995,24,119,1,10.0,0
64997,25,119,1,8.0,0
65001,36,119,1,7.0,0
65003,41,119,1,8.0,0
65004,24,119,5,8.4,0
65007,50,165,4,9.25,0
65012,36,119,1,8.0,0
65021,20,119,1,5.0,0
65027,32,119,10,7.1,1
65032,17,119,24,5.08,1
65033,59,119,1,7.0,0
65038,28,119,7,8.29,1
65041,41,119,1,10.0,0
65068,61,119,9,8.33,1
65069,40,86,1,8.0,0
65095,67,119,1,8.0,0
65098,14,119,8,7.88,1
65115,41,119,1,8.0,0
65116,68,119,1,8.0,0
65117,23,47,3,6.0,0
65122,27,89,1,8.0,0
65128,32,119,1,7.0,0
65132,33,98,1,10.0,0
65137,38,119,1,9.0,0
65140,48,44,4,6.0,0
65145,54,119,17,7.82,1
65147,39,119,4,9.25,0
65155,54,119,2,9.0,0
65183,33,119,7,8.29,1
65190,24,20,2,8.0,0
65198,27,7,1,7.0,0
65199,39,119,1,9.0,0
65201,30,119,1,9.0,0
65207,20,119,3,9.0,0
65208,30,119,12,7.92,1
65219,36,47,1,7.0,0
65228,58,119,21,6.0,1
65231,32,133,3,9.67,0
65233,56,119,4,8.0,0
65238,31,119,13,8.31,1
65244,31,20,14,5.29,1
65256,58,119,1,8.0,0
65258,42,119,125,7.43,1
65268,25,119,1,3.0,0
65270,29,63,1,8.0,0
65271,36,47,1,5.0,0
65279,42,20,1,7.0,0
65285,51,119,2,6.0,0
65287,45,119,2,7.0,0
65289,32,110,1,6.0,0
65292,57,119,1,7.0,0
65305,29,84,1,5.0,0
65323,31,144,2,8.5,0
65333,17,119,1,7.0,0
65343,20,119,1,9.0,0
65345,26,110,2,5.5,0
65363,54,20,1,6.0,0
65368,66,119,2,8.0,0
65370,35,119,9,6.89,1
65382,43,20,1,6.0,0
65385,55,119,1,7.0,0
65387,36,119,5,5.2,0
65391,67,119,1,9.0,0
65394,39,119,1,4.0,0
65398,13,119,7,6.71,1
65401,41,119,3,6.67,0
65409,44,119,4,6.25,0
65419,15,119,1,10.0,0
65422,62,119,1,6.0,0
65426,46,7,1,9.0,0
65429,55,119,1,8.0,0
65444,56,119,6,7.0,0
65445,55,119,2,9.0,0
65447,31,47,1,7.0,0
65453,45,119,1,8.0,0
65455,48,119,1,10.0,0
65461,13,119,1,9.0,0
65467,45,119,3,6.0,0
65471,13,20,4,8.0,0
65484,51,119,13,9.0,1
65487,49,119,7,7.57,1
65513,52,20,3,7.33,0
65520,30,84,2,7.5,0
65526,45,47,3,7.33,0
65559,27,61,1,5.0,0
65576,14,119,1,10.0,0
65579,25,47,3,7.67,0
65584,26,119,90,8.51,1
65597,70,119,2,8.0,0
65598,47,119,1,6.0,0
65637,64,119,1,5.0,0
65645,43,107,4,5.5,0
65650,41,119,1,8.0,0
65656,37,47,1,5.0,0
65663,32,119,25,8.64,1
65665,40,7,33,7.94,1
65699,32,47,2,9.0,0
65710,34,110,14,7.29,1
65718,32,14,1,8.0,0
65730,50,20,3,7.67,0
65731,50,137,1,7.0,0
65735,37,144,3,6.67,0
65750,40,119,1,4.0,0
65751,52,119,1,8.0,0
65752,18,20,15,8.87,1
65754,42,44,1,9.0,0
65755,18,119,1,10.0,0
65760,44,119,1,10.0,0
65767,15,137,1,9.0,0
65768,42,144,1,7.0,0
65782,20,144,1,6.0,0
65791,29,119,19,6.21,1
65792,47,119,2,8.0,0
65814,32,47,2,7.0,0
65819,35,7,3,5.67,0
65827,35,47,1,5.0,0
65835,57,119,1,8.0,0
65837,46,119,7,5.43,1
65839,46,119,1,10.0,0
65844,32,144,3,7.0,0
65845,61,119,2,7.5,0
65853,57,119,2,7.0,0
65859,31,119,1,8.0,0
65902,40,110,1,5.0,0
65904,21,5,1,7.0,0
65906,37,119,3,8.0,0
65907,44,63,1,6.0,0
65913,48,119,17,8.53,1
65914,52,137,1,9.0,0
65917,47,20,3,7.33,0
65921,13,119,3,6.67,0
65936,76,119,1,10.0,0
65944,35,119,1,10.0,0
65947,21,110,1,6.0,0
65956,22,63,1,8.0,0
65969,23,107,1,7.0,0
65970,52,119,2,8.0,0
65986,35,47,1,10.0,0
65987,25,107,1,7.0,0
65996,39,47,2,5.0,0
66000,32,144,4,7.75,0
66004,49,119,1,6.0,0
66055,32,119,9,7.56,1
66067,36,119,2,8.0,0
66073,28,119,19,7.32,1
66077,41,20,1,6.0,0
66086,56,119,1,6.0,0
66088,46,119,4,9.0,0
66096,53,119,1,6.0,0
66100,46,119,8,8.5,1
66106,49,119,3,9.33,0
66109,22,20,1,10.0,0
66110,14,20,1,10.0,0
66115,14,119,1,9.0,0
66129,29,119,25,8.36,1
66138,53,7,1,7.0,0
66159,66,119,1,8.0,0
66161,53,119,4,8.5,0
66163,42,107,1,6.0,0
66175,37,119,1,10.0,0
66178,30,119,4,7.25,0
66182,18,119,1,4.0,0
66183,57,119,1,9.0,0
66189,19,119,1,5.0,0
66204,24,7,3,6.67,0
66205,55,44,2,8.0,0
66207,31,144,1,9.0,0
66214,36,119,1,9.0,0
66220,57,119,2,7.0,0
66225,41,119,1,7.0,0
66243,48,137,1,6.0,0
66247,17,137,1,8.0,0
66249,46,119,1,7.0,0
66255,25,110,8,7.38,1
66258,23,20,1,10.0,0
66259,16,119,1,10.0,0
66260,67,119,1,7.0,0
66284,37,119,1,9.0,0
66288,29,43,1,4.0,0
66304,44,119,1,9.0,0
66318,57,119,1,9.0,0
66323,34,119,22,5.77,1
66326,27,119,1,3.0,0
66327,33,63,2,5.0,0
66336,26,119,1,5.0,0
66337,35,119,6,7.0,0
66358,27,44,1,10.0,0
66362,20,20,2,8.0,0
66363,49,119,1,9.0,0
66366,57,119,1,8.0,0
66387,52,119,18,5.89,1
66407,18,47,1,7.0,0
66412,57,119,1,9.0,0
66423,32,47,6,9.33,0
66428,16,95,5,5.8,0
66442,42,119,1,8.0,0
66443,29,20,18,7.61,1
66448,51,9,1,7.0,0
66456,59,119,3,9.0,0
66458,48,119,3,9.33,0
66462,56,119,3,7.33,0
66464,73,119,1,7.0,0
66467,22,47,5,7.0,0
66473,21,119,5,6.6,0
66476,22,119,1,10.0,0
66483,16,47,50,9.54,1
66502,64,119,1,8.0,0
66512,26,119,1,9.0,0
66527,53,119,2,10.0,0
66539,43,119,2,7.5,0
66545,38,119,1,10.0,0
66546,19,119,1,10.0,0
66556,23,119,11,8.27,1
66564,20,107,1,7.0,0
66565,75,119,3,9.33,0
66567,56,119,3,9.0,0
66570,51,119,1,5.0,0
66574,27,119,41,6.85,1
66579,27,107,1,8.0,0
66580,55,119,4,7.25,0
66591,35,119,7,7.86,1
66595,56,20,1,8.0,0
66599,36,107,14,7.57,1
66610,65,119,1,9.0,0
66611,57,144,1,6.0,0
66617,24,119,3,4.67,0
66618,46,144,1,8.0,0
66619,25,63,1,6.0,0
66624,42,43,4,6.25,0
66640,42,119,14,8.14,1
66652,48,20,1,8.0,0
66663,50,47,2,7.0,0
66677,53,119,1,8.0,0
66680,67,119,82,5.83,1
66686,25,47,2,8.0,0
66699,27,144,1,8.0,0
66708,49,119,5,5.6,0
66715,54,7,1,9.0,0
66730,51,119,1,10.0,0
66743,40,119,3,6.67,0
66751,50,7,1,8.0,0
66765,39,20,12,6.75,1
66766,71,119,1,5.0,0
66769,60,144,2,5.5,0
66780,54,20,1,8.0,0
66789,55,119,11,5.0,1
66792,39,119,5,8.8,0
66797,28,119,34,6.79,1
66811,45,119,1,7.0,0
66816,37,119,1,2.0,0
66819,32,144,3,5.33,0
66821,25,119,1,7.0,0
66824,45,119,1,8.0,0
66825,30,119,1,10.0,0
66829,52,119,1,7.0,0
66841,59,20,3,9.0,0
66842,31,119,11,8.0,1
66849,33,144,1,8.0,0
66850,45,119,1,7.0,0
66853,39,20,6,6.67,0
66878,42,119,36,8.28,1
66879,43,119,1,8.0,0
66886,21,107,1,6.0,0
66892,42,20,2,7.5,0
66901,15,119,1,8.0,0
66905,21,59,1,6.0,0
66909,65,144,1,7.0,0
66912,75,144,2,8.0,0
66914,64,119,2,7.5,0
66917,30,119,1,8.0,0
66935,41,47,2,6.5,0
66940,31,119,3,6.0,0
66942,31,74,101,7.67,1
66945,26,119,6,7.67,0
66948,49,144,1,7.0,0
66952,47,47,1,6.0,0
66956,37,119,7,8.29,1
66964,20,119,9,6.67,1
66969,58,119,1,9.0,0
66973,35,119,1,5.0,0
66980,51,119,1,9.0,0
67003,52,119,2,7.0,0
67017,27,144,1,8.0,0
67023,27,107,2,6.5,0
67025,40,119,4,5.0,0
67030,41,119,1,8.0,0
67034,57,119,5,7.2,0
67048,26,144,1,10.0,0
67062,22,144,1,1.0,0
67064,27,119,4,5.75,0
67072,19,20,2,10.0,0
67079,35,144,22,8.32,1
67082,29,44,1,2.0,0
67086,26,144,1,8.0,0
67089,63,119,2,10.0,0
67103,48,107,1,5.0,0
67111,36,47,32,7.28,1
67128,26,119,1,10.0,0
67131,19,119,2,10.0,0
67136,14,119,1,9.0,0
67143,28,119,1,10.0,0
67158,36,137,1,8.0,0
67168,18,84,1,6.0,0
67173,28,63,1,7.0,0
67174,20,119,16,6.69,1
67176,31,20,6,6.5,0
67187,58,20,7,7.29,1
67189,16,119,1,10.0,0
67190,47,119,1,8.0,0
67193,17,119,1,8.0,0
67197,20,133,1,10.0,0
67198,13,119,37,9.27,1
67199,62,119,4,7.75,0
67214,30,144,3,9.0,0
67236,38,119,7,8.29,1
67237,41,119,2,7.0,0
67244,19,119,1,8.0,0
67248,23,119,1,8.0,0
67251,45,119,2,7.0,0
67272,35,119,2,9.0,0
67288,26,119,15,6.67,1
67294,28,119,1,5.0,0
67296,39,119,16,6.69,1
67298,51,119,5,7.0,0
67318,42,119,1,9.0,0
67322,73,119,5,8.8,0
67324,51,119,1,7.0,0
67325,50,119,2,9.0,0
67329,32,119,1,10.0,0
67332,17,119,1,8.0,0
67338,41,119,1,10.0,0
67351,28,119,11,5.0,1
67354,30,119,14,8.21,1
67360,52,119,1,6.0,0
67375,41,119,5,5.2,0
67387,32,144,1,8.0,0
67392,22,119,2,7.5,0
67397,50,119,7,7.43,1
67403,31,119,23,7.52,1
67404,35,144,1,6.0,0
67415,29,119,19,7.11,1
67416,20,119,1,9.0,0
67417,18,119,1,7.0,0
67422,18,119,1,8.0,0
67431,39,119,1,9.0,0
67432,60,119,1,10.0,0
67442,32,119,7,6.14,1
67444,42,119,2,10.0,0
67448,20,119,1,9.0,0
67454,38,119,1,7.0,0
67463,19,7,1,6.0,0
67465,14,119,1,9.0,0
67487,33,119,8,7.0,1
67490,29,119,2,7.0,0
67493,37,119,1,8.0,0
67497,35,47,9,7.11,1
67512,23,119,2,7.0,0
67515,45,119,20,6.5,1
67542,60,119,21,8.14,1
67544,30,20,8,7.5,1
67547,42,119,85,7.72,1
67560,43,7,2,8.0,0
67563,22,144,1,6.0,0
67571,51,119,1,9.0,0
67573,63,20,1,8.0,0
67575,37,119,3,7.33,0
67581,51,119,1,10.0,0
67593,22,119,2,9.0,0
67598,22,47,1,8.0,0
67600,36,144,2,8.0,0
67619,55,119,2,9.0,0
67620,22,7,2,9.0,0
67628,23,98,2,8.0,0
67629,31,119,2,9.0,0
67630,26,119,2,6.0,0
67677,50,119,16,7.5,1
67687,41,20,1,8.0,0
67689,36,119,1,10.0,0
67690,20,119,4,7.0,0
67692,52,20,1,8.0,0
67693,24,119,7,10.0,1
67694,44,119,11,8.55,1
67700,22,119,1,8.0,0
67715,26,119,3,4.67,0
67716,32,144,1,9.0,0
67720,15,47,2,7.0,0
67721,25,20,1,10.0,0
67725,46,119,1,9.0,0
67734,44,119,1,9.0,0
67743,50,40,2,7.0,0
67749,13,119,1,5.0,0
67754,17,119,2,9.0,0
67755,25,119,2,7.5,0
67757,42,15,2,8.0,0
67777,40,119,1,8.0,0
67778,37,20,4,6.75,0
67779,49,119,1,5.0,0
67782,12,119,10,9.5,1
67785,29,144,8,7.75,1
67786,23,119,1,9.0,0
67796,33,119,6,6.67,0
67802,58,119,1,4.0,0
67810,41,119,9,8.89,1
67821,14,119,1,5.0,0
67826,25,119,1,8.0,0
67829,26,119,4,7.0,0
67838,49,20,10,7.6,1
67840,50,119,128,9.08,1
67873,23,119,1,7.0,0
67885,17,119,1,8.0,0
67886,31,119,3,8.67,0
67887,18,119,1,8.0,0
67896,29,119,4,7.5,0
67901,19,119,1,10.0,0
67910,35,119,18,8.39,1
67914,49,144,1,8.0,0
67917,33,119,1,7.0,0
67922,18,119,1,1.0,0
67932,18,47,1,10.0,0
67944,59,119,1,10.0,0
67945,25,119,1,10.0,0
67958,39,119,15,8.47,1
67962,14,119,1,8.0,0
67971,35,119,1,7.0,0
67975,57,119,2,7.5,0
67986,54,165,1,6.0,0
67988,73,119,1,7.0,0
67992,38,144,10,7.7,1
67994,57,7,1,2.0,0
67995,30,141,1,9.0,0
67997,53,119,1,10.0,0
68000,10,20,18,8.83,1
68004,43,119,5,6.4,0
68014,18,144,5,7.6,0
68016,50,119,1,10.0,0
68040,20,119,1,5.0,0
68041,24,119,1,8.0,0
68047,22,119,1,7.0,0
68050,61,119,6,7.17,0
68052,37,119,2,9.0,0
68059,47,119,2,6.5,0
68066,52,20,4,6.75,0
68067,54,7,5,6.4,0
68073,44,119,5,9.6,0
68075,39,119,1,10.0,0
68077,26,119,1,8.0,0
68082,37,119,1,9.0,0
68087,25,119,3,7.33,0
68097,42,137,1,10.0,0
68121,33,119,1,10.0,0
68122,54,119,1,10.0,0
68126,49,119,1,4.0,0
68127,55,119,2,8.0,0
68146,70,119,2,7.0,0
68150,59,119,1,5.0,0
68156,34,119,32,7.88,1
68168,59,119,2,6.0,0
68185,22,119,59,7.36,1
68187,19,119,1,7.0,0
68193,60,119,1,5.0,0
68194,16,119,1,8.0,0
68202,59,119,2,8.5,0
68205,27,144,1,9.0,0
68216,22,119,1,5.0,0
68226,28,47,1,10.0,0
68240,64,119,8,9.38,1
68249,50,119,56,7.95,1
68256,28,119,21,7.48,1
68257,44,119,4,6.75,0
68261,42,119,3,7.67,0
68265,42,119,3,10.0,0
68272,64,119,9,8.11,1
68273,44,119,3,8.33,0
68283,56,119,2,7.5,0
68290,31,74,1,8.0,0
68295,22,44,1,9.0,0
68298,63,119,1,7.0,0
68309,43,119,9,7.22,1
68320,38,119,1,9.0,0
68321,19,119,1,7.0,0
68328,32,47,1,10.0,0
68339,32,107,1,5.0,0
68341,26,144,2,6.5,0
68343,27,119,1,7.0,0
68344,31,119,5,7.2,0
68345,19,119,1,10.0,0
68352,71,119,3,9.0,0
68373,20,119,2,6.5,0
68375,18,119,1,10.0,0
68378,17,119,2,8.0,0
68383,35,119,47,8.72,1
68387,30,119,7,8.57,1
68395,15,137,2,8.0,0
68398,26,7,1,7.0,0
68407,34,119,1,9.0,0
68412,19,144,4,6.75,0
68414,30,7,1,5.0,0
68422,27,144,7,6.86,1
68424,25,47,1,9.0,0
68426,25,20,2,7.5,0
68429,36,119,2,8.0,0
68436,49,119,71,8.42,1
68437,47,119,2,6.5,0
68447,19,119,7,6.14,1
68451,64,119,1,10.0,0
68455,44,20,4,5.25,0
68457,35,86,1,5.0,0
68465,32,119,5,6.0,0
68473,42,119,6,6.67,0
68478,32,119,10,8.0,1
68483,25,107,1,9.0,0
68495,32,107,1,8.0,0
68503,33,119,2,5.5,0
68505,34,119,2,5.5,0
68509,47,119,1,8.0,0
68516,29,2,1,10.0,0
68528,29,119,2,8.5,0
68532,33,119,1,6.0,0
68533,32,119,3,7.0,0
68537,70,119,8,8.12,1
68543,24,119,1,10.0,0
68554,41,119,1,8.0,0
68561,59,119,7,7.14,1
68565,29,119,1,9.0,0
68568,46,119,16,8.31,1
68571,32,119,1,7.0,0
68572,24,119,2,7.5,0
68575,14,119,1,10.0,0
68577,25,119,1,7.0,0
68579,46,119,1,10.0,0
68581,52,119,16,6.38,1
68598,28,119,4,10.0,0
68608,51,119,3,4.0,0
68611,63,119,1,10.0,0
68612,30,119,1,6.0,0
68615,50,119,6,8.67,0
68621,52,119,11,6.09,1
68622,48,119,1,9.0,0
68633,51,119,2,10.0,0
68643,38,119,1,5.0,0
68647,43,20,1,10.0,0
68648,30,119,1,8.0,0
68649,29,144,1,5.0,0
68650,24,20,2,7.5,0
68688,26,98,4,6.25,0
68690,51,119,10,7.1,1
68691,54,119,2,8.0,0
68694,31,119,1,10.0,0
68697,39,119,2,6.0,0
68700,16,119,7,7.0,1
68712,36,119,1,5.0,0
68721,30,20,2,8.5,0
68729,58,20,4,7.0,0
68738,61,119,1,9.0,0
68743,46,144,2,8.5,0
68786,14,20,1,7.0,0
68793,27,119,1,8.0,0
68799,41,119,1,7.0,0
68816,20,7,1,9.0,0
68819,13,119,1,10.0,0
68828,20,119,1,7.0,0
68836,56,119,6,7.67,0
68846,29,119,13,8.15,1
68853,59,148,3,5.33,0
68854,69,119,7,6.71,1
68861,19,119,1,10.0,0
68862,25,47,1,5.0,0
68886,37,119,15,8.13,1
68893,38,119,1,10.0,0
68894,22,20,1,5.0,0
68897,44,47,1,4.0,0
68900,35,119,2,9.0,0
68920,29,119,1,8.0,0
68928,68,77,2,7.0,0
68941,30,119,1,5.0,0
68955,26,119,1,8.0,0
